gvkey,conm,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
001362,AMALGAMATED SUGAR CO,C,00X,LU,24555,23278,19510228,19620130
001363,BESTWAY INC,C,01,LC,12221,193,19790131,19890816
001363,BESTWAY INC,C,01,LC,12221,193,19951219,20041220
001364,AMAREX INC,P,01,LU,12240,242,19721214,19840229
001365,AMAX INC,P,01,LU,10161,20063,19620131,19931029
001365,AMAX INC,C,00X,LU,10161,20063,19500101,19620130
001366,AMBAC INDUSTRIES INC,P,01,LU,10188,22170,19620131,19780630
001366,AMBAC INDUSTRIES INC,C,00X,LU,10188,22170,19500101,19620130
001367,AMBER RESOURCES CO OF COLO,C,02,LC,12264,198,19790213,19860624
001368,AMBRA OIL & GAS CO,P,01,LU,12272,292,19800717,19860829
001369,AMBRIT INC,P,01,LC,66229,2402,19810106,19891229
001370,AMBULATORY MEDICAL CARE INC,C,01,LC,12299,6350,19831230,19930927
001372,AMCAST INDUSTRIAL CORP,P,01,LU,12320,1336,19721214,20030331
001373,AMCO INDS INC,P,01,LC,28935,23588,19650129,19751128
001373,AMCO INDS INC,C,00X,LC,28935,23588,19620702,19650128
001374,AMCOLE ENERGY CORP,C,01,LU,12328,224,19751230,19880603
001375,AMDISCO CORP,P,01,LU,17670,74,19620131,19831031
001375,AMDISCO CORP,C,00X,LU,17670,74,19491001,19620130
001376,AMECO INC,P,01,LC,42921,24645,19660131,19720531
001377,AMEDCO INC,P,01,LU,63087,212,19780131,19860925
001377,AMEDCO INC,C,00X,LU,63087,212,19740101,19780130
001378,AMELCO CORP,C,01,LU,12387,223,19730131,19741028
001379,AMERACE CORP,P,01,LU,26227,23394,19620131,19840928
001380,HESS CORP,P,01,LU,28484,20064,19690131,E
001381,AMERFORD INTERNATIONAL CORP,C,01,LU,12408,5250,19811229,19890911
001382,US AIRWAYS GROUP INC,P,01,LC,12424,5814,19830225,19940825
001382,US AIRWAYS GROUP INC,P,01,LC,90893,47434,20050927,20131231
001382,US AIRWAYS GROUP INC,P,01,LC,80778,5814,19940921,20050926
001383,AMERICAN ADVENTURE INC,C,01,LC,11206,9056,19870326,19871106
001384,AMERICAN AGGREGATES CORP,P,01,LU,12459,192,19780725,19870331
001385,AMERICAN AGRI-FUELS CORP,P,01,LU,12467,1895,19791205,19830930
001386,AMERICAN AGRONOMICS,C,01,LU,51190,21337,19700928,19870331
001387,AMERICAN AIR FILTER INC,P,01,LU,42235,24599,19650709,19780929
001390,AMERICAN APPRAISAL ASSOC INC,P,01,LU,12475,199,19721214,19840831
001391,AMCORD INC,P,01,LC,38877,24344,19630122,19791130
001392,AMDAHL CORP,P,01,LU,60046,209,19760812,19970930
001393,AMERCO,P,01,LU,81073,30020,19941103,E
001394,AMERICAN BAKERIES CO,P,01,LU,15843,22638,19620131,19861128
001394,AMERICAN BAKERIES CO,C,00X,LU,15843,22638,19500101,19620130
001395,AMERICAN BANK NOTE CO,C,00X,LU,10217,22174,19500101,19620130
001395,AMERICAN BANK NOTE CO,P,01,LU,10217,22174,19620131,19700116
001397,AMERICAN BILTRITE INC,P,01,LC,39482,20066,19630801,20120126
001402,AMERICAN BIOMEDICAL CORP,P,01,LU,12571,24,19721214,19780531
001408,BEAM INC,P,01,LC,10225,20067,19620131,20140430
001409,AMERICAN BROADCASTING,P,01,LU,10233,22176,19620131,19860131
001409,AMERICAN BROADCASTING,C,00X,LU,10233,22176,19500101,19620130
001410,ABM INDUSTRIES INC,P,01,LU,47730,20068,19690213,E
001411,AMERICAN BUSINESS PRODS/GA,P,01,LU,56119,20069,19721214,20000229
001412,ABI AMERICAN BUSINESSPHONE,P,01,LU,75000,7360,19841221,19881031
001414,PRIMERICA INC,P,02,LC,93330,53383,20100401,E
001414,PRIMERICA INC,C,00X,LC,10241,22177,19500101,19620130
001414,PRIMERICA INC,P,01,LC,10241,22177,19620131,19881215
001415,AMERICAN CAPITAL CORP-OLD,P,01,LC,54332,20070,19720302,19831231
001416,AMERICAN CAPITAL CORP,C,01,LC,54332,20070,19840131,19911209
001417,INVESCO BOND FUND,P,01,LC,51916,20071,19820129,E
001418,TRANSFINANCIAL HOLDINGS INC,C,01,LC,12619,6085,19830621,19890621
001418,TRANSFINANCIAL HOLDINGS INC,C,01,LC,77200,11193,19911112,20000418
001418,TRANSFINANCIAL HOLDINGS INC,C,01,LC,77200,11193,20000710,20020429
001419,AMERICAN CENTURY CORP,P,01,LU,49947,20075,19730131,19900731
001420,AMERICAN CHAIN & CABLE INC,C,00X,LC,18825,22876,19500101,19620130
001420,AMERICAN CHAIN & CABLE INC,P,01,LC,18825,22876,19620131,19751231
001421,AMERICAN CLIPPER CORP,P,01,LC,12678,44,19771230,19820827
001422,AMERICAN COMMUN & TV,P,02,LC,12694,5553,19820621,19890824
001423,AMERICAN COMMUNITY SERVICES,P,01,LU,12707,5895,19830405,19860530
001425,AMERICAN CONSUMER INDS INC,P,01,LU,10268,22178,19620131,19740111
001425,AMERICAN CONSUMER INDS INC,C,00X,LU,10268,22178,19500101,19620130
001426,AMERICAN CONTINENTAL CORP,C,01,LU,12715,6332,19721214,19890524
001427,AMERICAN CONTROLLED INDS,P,01,LU,57621,25578,19721214,19861128
001428,AMERICAN CREDIT,P,01,LC,28994,25620,19650129,19700630
001428,AMERICAN CREDIT,C,00X,LC,28994,25620,19620702,19650128
001429,AMERICAN CRYSTAL SUGAR CO,P,01,LU,10276,22179,19730131,19730228
001430,AMERICAN CYANAMID CO,P,01,LU,23341,20076,19620131,19941130
001430,AMERICAN CYANAMID CO,C,00X,LU,23341,20076,19500101,19620130
001431,AMERICAN CYTOGENETICS,C,01,LU,12723,57,19790928,19920710
001431,AMERICAN CYTOGENETICS,C,00X,LU,12723,57,19730201,19790927
001432,AMERICAN/DAVEY CORP,C,01,LU,12731,6068,19830615,19840301
001433,AMERICAN DIAGNOSTICS CORP,P,01,LU,12750,66,19810507,19840731
001434,ADT INC -OLD,P,01,LU,49269,25056,19690923,19870930
001437,AMERICAN DYNAMICS CORP,C,01,LU,85367,7331,19850628,19880114
001439,US ECOLOGY INC,P,01,LC,12758,7019,19840509,E
001440,AMERICAN ELECTRIC POWER CO,P,01,LC,24109,20077,19620131,E
001440,AMERICAN ELECTRIC POWER CO,C,00X,LC,24109,20077,19510101,19620130
001441,MANSFELDER METALS LTD,C,01,LC,12766,5080,19810618,19920709
001441,MANSFELDER METALS LTD,C,01,LC,88851,41079,20001215,20071221
001442,AMERICAN EMERGICENTER INC,P,01,LU,12774,6781,19840124,19850131
001444,AMERICAN VANTAGE COMPANIES,P,01,LC,12627,36,19850228,20050822
001445,AMERICAN EQUITY INVT TRUST,P,01,LU,12803,84,19780131,19840831
001446,AMERICAN EXPLORATION CO,P,01,LC,12811,6592,19831115,19971014
001447,AMERICAN EXPRESS CO,C,01,LU,59176,90,19721214,E
001449,AFLAC INC,P,01,LU,57904,92,19730823,E
001451,AMERICAN FAMILY PIZZA INC,P,01,LU,12838,6658,19840306,19860530
001452,AMERICAN FIBER OPTICS CORP,P,01,LU,12854,1722,19850131,19880531
001453,AMERICAN FUEL TECHNOLOGIES,P,01,LU,12897,381,19821206,19860331
001454,AMERICAN EDUCATIONAL COMPUTR,P,01,LU,12910,6475,19831006,19890331
001456,AMERICAN FILTRONA CORP,P,01,LU,12918,102,19721214,19970930
001457,AMERICAN FINL LEASING & SVCS,P,01,LC,12934,22394,19721214,19741129
001458,AMERICAN FLETCHER CORP,C,01,LU,12969,106,19721214,19870123
001459,AMERICAN FLETCHER MTG INVS,C,00X,LC,51473,25185,19730201,19771202
001461,AMERICAN FRONTIER EXPL INC,P,01,LU,13005,99,19801027,19860630
001462,AMERICAN FRUCTOSE  -CL A,P,01,LU,66771,6849,19841116,19930225
001462,AMERICAN FRUCTOSE  -CL A,J,02,LU,66798,6849,19841116,19930225
001462,AMERICAN FRUCTOSE  -CL A,C,03,LU,66763,6849,19840208,19841030
001462,AMERICAN FRUCTOSE  -CL A,N,03,LU,66763,6849,19841031,19841031
001463,AMERICAN FURNITURE CO,P,01,LU,13040,111,19721214,19861031
001464,AMERICAN GARDEN PRODUCTS INC,P,01,LU,56661,25533,19721214,19800331
001465,AMERICAN GENERAL CORP,P,01,LU,48397,20082,19710129,20010928
001465,AMERICAN GENERAL CORP,C,00X,LC,48397,20082,19710101,19710128
001466,AMERICAN GIRL FASHIONS-CL A,P,01,LU,41849,24569,19650528,19740228
001467,AMERICAN GOLD MINERALS CORP,P,01,LU,13048,117,19810130,19840928
001468,AMERICAN GREETINGS  -CL A,P,01,LU,13056,121,19721214,20130830
001470,ENCORE GROUP INC,C,00X,LU,13064,217,19830101,19830130
001470,ENCORE GROUP INC,P,01,LU,13064,217,19830131,19910531
001472,AMER HEALTHCARE MGMT,P,02,LU,66421,20084,19900131,19940429
001472,AMER HEALTHCARE MGMT,P,01,LU,66421,20084,19840824,19891229
001473,AMERICAN HELIOTHERMAL,C,01,LU,13099,126,19790131,19860918
001474,AMERICAN HERITAGE LIFE INVS,C,00X,LC,59643,124,19790101,19790130
001474,AMERICAN HERITAGE LIFE INVS,P,01,LC,59643,124,19790131,19991029
001475,AMDURA CORP,P,02,LU,41734,20085,19650317,19950428
001476,AMERICAN HOME INDUSTRIES CP,C,01,LU,13101,125,19790131,19871221
001477,DIVERSICARE CP OF AMER,P,02,LU,13120,6292,19830816,19901031
001478,WYETH,P,01,LC,15667,20086,19620131,20091015
001478,WYETH,C,00X,LC,15667,20086,19500101,19620130
001479,AMERICAN HOME SHIELD,P,03,LC,13128,128,19790131,19891027
001479,AMERICAN HOME SHIELD,C,00X,LC,13128,128,19760901,19790130
001481,AMERICAN HOSPITAL SUPPLY,P,01,LU,27190,23459,19620131,19851129
001484,AMERICAN INDUSTRIES LTD,P,01,LU,13179,219,19810312,19830331
001485,AMERITECH CORP,P,01,LU,65859,20088,19840216,19991008
001487,AMERICAN INTERNATIONAL GROUP,P,01,LC,66800,137,19721214,E
001488,AMERICAN INTL PICTURES INC,P,01,LU,53313,25310,19711001,19790629
001489,AMERICAN INVESTMENT CO,P,01,LU,21194,23053,19620131,19801128
001489,AMERICAN INVESTMENT CO,C,00X,LU,21194,23053,19500101,19620130
001491,HADERA PAPER LTD,P,01,LC,29014,20089,19650630,20111221
001492,AMERICAN LAFRANCE INC,P,01,LC,13224,225,19721214,19750131
001494,CRUISE AMERICA INC,P,01,LU,13232,7012,19840608,19980227
001495,AMERICAN LIST CORP,P,01,LU,13283,178,19780421,19970731
001496,AMERICAN LOCKER GROUP INC,C,01,LU,10488,418,19721214,20060331
001497,DAMON GROUP INC,P,01,LU,13291,5313,19820219,19910830
001498,AMERICAN MAIZE-PRODS  -CL A,P,01,LU,50112,20090,19700218,19951130
001498,AMERICAN MAIZE-PRODS  -CL A,J,02,LU,50120,20090,19820129,19951130
001500,AMERICAN MANAGEMENT SYSTEMS,P,01,LC,13304,249,19790427,20040528
001501,AMERICAN MFG CO,P,01,LU,29022,23594,19621231,19800530
001503,AMERICAN MARINE LTD,P,01,LU,13339,226,19721214,19750731
001504,AMERICAN MEDCARE CORP,P,01,LU,13347,6084,19830621,19851231
001505,AMERICAN MEDICAL AFFILIATES,P,01,LU,13355,227,19780131,19830331
001506,AMERICAN MEDICAL BLDGS INC,P,01,LC,60409,20092,19780822,19900814
001508,AMERICAN MEDICAL SERVICES,P,01,LU,13363,247,19771130,19861128
001508,AMERICAN MEDICAL SERVICES,C,00X,LU,13363,247,19740101,19771129
001509,AMERICAN MEDI-DENT INC,P,01,LU,13371,5536,19820514,19850131
001510,AMERICAN MEDICORP INC,P,01,LU,53161,25303,19710910,19780929
001511,GOLF ROUNDS.COM INC,C,01,LC,13390,254,19801029,19920903
001512,AMERICAN MICROSYSTEMS,P,01,LU,13398,229,19721214,19820226
001513,AMERICAN MOBILE SYS,C,02,LU,10090,7390,19860307,19950831
001514,AMERICAN MONITOR CORP,P,02,LU,13435,231,19790131,19860131
001516,AMERICAN MOTOR INNS,P,01,LC,48581,25014,19690623,19841231
001517,AMERICAN MOTORS CORP,C,00X,LU,10321,22184,19491001,19620130
001517,AMERICAN MOTORS CORP,P,01,LU,10321,22184,19620131,19870731
001518,GALLERY OF HISTORY INC,P,01,LC,85404,7476,19850326,20091223
001519,AMERICAN MUSIC STORES INC,C,01,LC,13443,257,19721214,19770630
001522,AMERICAN MEDICAL PRODUCTS CP,P,01,LU,13451,235,19801008,19820630
001523,AMERICAN MEDICAL ALERT CORP,P,01,LU,13470,6743,19831222,20111230
001524,AMERICAN NATIONAL CORP-DEL,C,01,LU,13478,22441,19721214,19730731
001525,AMERICAN NATL ENTERPRISES,C,00X,LU,13486,230,19730601,19790130
001525,AMERICAN NATL ENTERPRISES,C,01,LU,13486,230,19790131,19861128
001526,AMERICAN NATIONAL INSURANCE,P,01,LU,13507,261,19721214,E
001527,AMERICAN NATIONAL PETROLEUM,P,01,LU,13515,284,19810605,19930730
001528,AMERICAN NATURAL RESOURCES,C,00X,LU,24141,23259,19510101,19620130
001528,AMERICAN NATURAL RESOURCES,P,01,LU,24141,23259,19620131,19850531
001529,AMERICAN NETWORK INC,C,01,LC,85412,7452,19860513,19880527
001529,AMERICAN NETWORK INC,C,01,LC,85412,7452,19850307,19860202
001530,AMERICAN NUCLEAR CORP,C,01,LU,13523,290,19721214,19940506
001531,AMERICAN NUCLEONICS CORP,P,01,LU,13531,5329,19820310,19861231
001532,AMERICAN OIL & GAS,C,00X,LU,64143,424,19820101,19820128
001532,AMERICAN OIL & GAS,P,01,LU,64143,424,19820129,19940729
001533,AMERICAN PACIFIC CORP,P,01,LC,85439,975,19821101,20140228
001534,AMERICAN PACIFIC INTL INC,P,01,LU,13550,308,19751209,19840928
001535,AMERICAN PACEMAKER CORP,P,01,LU,13558,316,19790530,19820930
001537,FINA INC  -CL A,P,01,LU,29049,20094,19620702,19980831
001538,AMERICAN PHONEMETER  -CL A,C,01,LU,13582,315,19820129,19840619
001539,AMERICAN PHYSICIANS SVC GP,P,01,LU,13603,6355,19830901,20101130
001540,AMERICAN PLAN CORP,C,00X,LU,54236,25360,19790101,19790130
001540,AMERICAN PLAN CORP,C,01,LU,54236,25360,19790131,19850423
001542,AMERICAN PRECISION INDS,C,01,LU,46527,20095,19680723,20000331
001543,APL LTD,P,01,LU,65111,20096,19830919,19971128
001544,AMERAC ENERGY CORP,C,01,LC,13638,325,19721214,19851001
001544,AMERAC ENERGY CORP,C,01,LC,84641,325,19970318,19980128
001544,AMERAC ENERGY CORP,C,01,LC,13638,325,19870615,19921209
001545,AMERICAN REALTY INVESTORS,P,03,LU,49322,20098,19810130,E
001545,AMERICAN REALTY INVESTORS,C,00X,LU,49322,20098,19731001,19810129
001546,AMERICAN RECREATION CENTERS,P,01,LC,13646,240,19721214,19970424
001547,AMERICAN RECREATION GROUP,P,01,LU,53014,25291,19710816,19751128
001549,AMERICAN RESOURCES GROUP INC,C,01,LU,13689,3349,19790131,19821110
001550,AMERICAN RESOURCES MGMT CORP,P,01,LU,13697,342,19790131,19840531
001551,HUDSONS GRILL AMER,C,01,LC,13718,6833,19840203,19880808
001552,AMERICAN SAFETY EQUIP CORP,P,01,LU,40045,24429,19640331,19780731
001553,AMERICAN SVGS/FL FSB,C,01,LC,76300,373,19910628,19950630
001553,AMERICAN SVGS/FL FSB,C,01,LC,60863,373,19790131,19880429
001554,AMERICAN SCIENCE ENGINEERING,P,01,LC,58560,82,19721214,20160909
001555,AMERICAN SEATING CO,C,00X,LU,16141,22663,19500101,19620130
001555,AMERICAN SEATING CO,P,01,LU,16141,22663,19620131,19830131
001556,AMERICAN SECURITY CORP,P,01,LU,13734,367,19760407,19870313
001559,AMERICAN SHARED HSPTL SERV,P,01,LU,13769,7119,19840703,E
001560,AMERICAN SHIP BUILDING CO,C,01,LU,15974,20099,19630830,19931109
001560,AMERICAN SHIP BUILDING CO,C,00X,LU,15974,20099,19490701,19630829
001562,AMERICAN SOFTWARE  -CL A,P,01,LU,13777,5828,19830228,E
001563,AMERICAN SOFTWARE TECHNOLOGY,P,01,LU,13785,6510,19831018,19851031
001564,ASK CORPORATION,P,02,LU,13793,246,19800630,19910131
001567,TRANE INC,C,02,LC,81285,30847,19950203,20080605
001567,TRANE INC,C,02,LC,10372,22187,19620131,19880701
001567,TRANE INC,C,00X,LC,10372,22187,19500101,19620130
001568,AMERICAN PUBLIC ENERGY CO,P,01,LC,63431,25711,19811211,19820915
001569,AMERICAN SPORTS ADVIS,C,02,LU,13822,3572,19810323,19870611
001571,AMERICAN STERILIZER CO,P,01,LU,42905,24642,19660117,19850228
001572,AMERICAN STORES CO  -OLD,C,00X,LU,17558,22787,19500401,19620130
001572,AMERICAN STORES CO  -OLD,P,01,LU,17558,22787,19620131,19790731
001573,AMERICAN STORES CO,P,01,LC,44652,20101,19670628,19990623
001574,AMERICAN STRATEGIC METALS,P,01,LU,13849,7193,19840821,19850430
001575,AMERICAN SURGERY CENTERS CP,C,01,LU,13857,4233,19801029,19870610
001577,AMERICAN TECHNICAL CERAMICS,P,01,LU,69200,20102,19850628,20070928
001578,AMERICAN TECHNICAL IND,C,01,LU,46498,24885,19680715,19801124
001579,AMERICAN TELECOMMUNICTNS-OLD,P,01,LU,13865,22478,19721214,19781130
001581,AT&T CORP,P,01,LU,10401,20103,19620131,20051130
001581,AT&T CORP,C,00X,LC,10401,20103,19500101,19620130
001582,AMERICAN TV & COMMUNICATION,P,01,LU,13873,22480,19721214,19781130
001583,AMERICAN TELNET CORP,C,01,LU,13881,4493,19800501,19840127
001584,AMERICAN UNDERWRITERS GROUP,C,00X,LU,13902,409,19810101,19810129
001584,AMERICAN UNDERWRITERS GROUP,C,01,LU,13902,409,19810130,19870430
001585,AMERICAN VANGUARD CORP,P,01,LU,11144,9002,19870302,E
001586,AMERICAN VISION CENTERS INC,P,01,LC,13945,258,19790625,19900730
001587,AMERICAN WATER WORKS INC,P,01,LU,23544,20104,19680131,20030131
001587,AMERICAN WATER WORKS INC,C,00X,LC,23544,20104,19680101,19680130
001588,AMERICAN WELDING & MFG CO,P,01,LU,13953,423,19721214,19821015
001589,AMERICAN WESTERN CORP (NEW),C,00X,LU,13961,425,19740101,19780130
001589,AMERICAN WESTERN CORP (NEW),P,01,LU,13961,425,19780131,19900330
001590,AMERICANA HOTELS & REALTY CP,P,01,LU,64696,5663,19830131,19970218
001590,AMERICANA HOTELS & REALTY CP,C,00X,LU,64696,5663,19830101,19830130
001593,AMERON INTERNATIONAL CORP,P,01,LU,50091,20105,19700217,E
001594,AMES DEPT STORES INC,C,01,LC,78120,20106,19930422,20010820
001594,AMES DEPT STORES INC,C,01,LC,44548,20106,19670607,19920904
001595,AMERITRUST CORP,P,01,LU,13980,253,19721214,19920331
001596,AMERIFIN CORP,P,01,LU,25873,23368,19620131,19841017
001597,AMERIHEALTH INC/DE,C,00X,LU,13988,6725,19840101,19840130
001597,AMERIHEALTH INC/DE,C,01,LU,13988,6725,19840131,19941230
001598,AMETEK INC,P,01,LC,85257,32054,19970808,E
001598,AMETEK INC,P,01,LC,10460,20188,19620131,19970731
001598,AMETEK INC,C,00X,LC,10460,20188,19500101,19620130
001599,AMFAC INC,P,01,LC,45217,24806,19671020,19881118
001600,NEW AMERICAN SHOE CO,C,01,LU,75303,21271,19880517,19910523
001602,AMGEN INC,P,01,LU,14008,216,19830617,E
001603,AMHERST ASSOCIATES INC,P,01,LU,14016,6055,19830608,19850228
001604,AMICON CORP,P,01,LU,14024,218,19801223,19830310
001606,AMISTAR CORP,P,01,LC,14059,7028,19840511,20050909
001608,AMP INC,P,01,LU,27051,23449,19620131,19990401
001609,AMOCO CORP,P,01,LU,19553,20191,19620131,19981231
001609,AMOCO CORP,C,00X,LU,19553,20191,19500101,19620130
001610,AMPAD CORP,P,01,LU,14104,6372,19830913,19870130
001611,AMPAL-AMERICAN ISRAEL CORP,P,01,LU,64864,238,19791120,E
001612,AMPCO METAL INC,P,01,LU,45540,24827,19671221,19701231
001613,AMPCO-PITTSBURGH CORP,C,00X,LU,18075,20192,19600101,19651230
001613,AMPCO-PITTSBURGH CORP,P,01,LU,18075,20192,19651231,E
001614,AMPEX CORP,P,01,LC,26673,23422,19620131,19801231
001615,AMPLICA INC,P,01,LC,14112,237,19810722,19811231
001616,AMPOWER TECHNOLOGIES INC,C,01,LU,14139,5216,19811203,19861117
001617,AMQUEST CORP,P,01,LC,63431,25711,19820916,19840515
001618,AMREP CORP,P,01,LU,38746,20193,19660131,E
001619,AMSOUTH BANCORPORATION,C,01,LU,62770,25,19721214,20061130
001620,AMSTAR CORP,P,01,LU,10479,22194,19620131,19840208
001620,AMSTAR CORP,C,00X,LU,10479,22194,19500101,19620130
001623,AMSTED INDUSTRIES,P,01,LU,10487,22195,19620131,19860630
001623,AMSTED INDUSTRIES,C,00X,LU,10487,22195,19491001,19620130
001624,AMTECH RESOURCES INC,C,01,LC,14155,4911,19810331,19831231
001625,AMTEL INC,P,01,LC,47570,24950,19690127,19771231
001626,AMTERRE DEVELOPMENT,C,01,LU,14163,251,19721214,19810309
001627,ANACOMP INC,C,01,LC,64151,265,19740314,19960105
001627,ANACOMP INC,C,01,LC,83841,14921,19960821,20000929
001628,ANACONDA CO,P,01,LC,10495,22196,19620131,19761231
001628,ANACONDA CO,C,00X,LC,10495,22196,19500101,19620130
001630,ANADITE INC,P,01,LU,14190,67,19721214,19861231
001631,ANAEROBIC ENERGY SYSTEMS INC,P,01,LC,73438,86,19801120,19831230
001632,ANALOG DEVICES,P,01,LC,60871,282,19721214,E
001633,ANALOGIC CORP,C,01,LU,14198,173,19721214,E
001634,ANALYSTS INTERNATIONAL CORP,P,01,LC,14219,283,19760721,20131031
001635,ANAREN INC,C,00X,LU,14227,275,19730701,19790130
001635,ANAREN INC,P,01,LU,14227,275,19790131,20140228
001638,ANCHOR HOCKING CORP,C,00X,LU,17240,22759,19500101,19620130
001638,ANCHOR HOCKING CORP,P,01,LU,17240,22759,19620131,19870630
001639,ANCORP NATIONAL SERVICES INC,C,01,LU,18702,267,19780131,19790228
001640,ANDAL CORP,C,01,LU,54375,20195,19720314,19921019
001641,MOSCOW CABLECOM CORP,P,01,LU,14286,270,19721214,20070731
001642,CROWN ANDERSEN INC,C,01,LC,87119,7484,19860801,20041028
001643,ANDERSON CLAYTON & CO,C,00X,LC,22277,23131,19490801,19620130
001643,ANDERSON CLAYTON & CO,C,99X,LC,22277,23131,19861001,19861029
001643,ANDERSON CLAYTON & CO,P,01,LC,22277,23131,19620131,19860930
001645,ANDERSON GREENWOOD & CO,P,01,LU,63861,268,19730131,19860731
001646,ANDERSON INDUSTRIES INC,P,01,LU,14307,271,19770531,19860630
001647,ANDERSON JACOBSON INC,P,01,LU,61276,146,19721214,19880831
001649,ANDOVER CONTROLS CORP,P,01,LC,14315,6591,19831115,19890727
001650,ANDREA ELECTRONICS CORP,P,01,LU,29073,20196,19620702,20041215
001651,ANDREW CORP,P,01,LU,14323,272,19800619,20071231
001652,ANDROS INC,P,01,LU,14331,273,19810526,19960531
001653,ANDY GARD CORP,P,01,LU,39888,24416,19660131,19710226
001654,ANGELES CORP,C,01,LU,65867,278,19800131,19930528
001654,ANGELES CORP,C,00X,LU,65867,278,19740101,19800130
001655,ANGELICA CORP,P,01,LC,45583,20199,19680110,20080804
001656,IQUNIVERSE INC,C,02,LC,76878,11022,19910715,19940608
001657,ANGIOMEDICS INC,P,01,LU,14374,7180,19840813,19870130
001658,ANIMED INC,C,01,LU,21398,6922,19840314,19891107
001659,ANDERSONS INC,P,01,LU,83112,14382,19960220,E
001661,NABORS INDUSTRIES LTD,P,01,LC,29102,20201,19680131,E
001662,ANGSTROM TECHNOLOGIES INC,C,01,LU,14430,7072,19840604,19861117
001663,ANHEUSER-BUSCH COS INC,P,01,LC,59184,29,19721214,20081117
001664,ANITEC IMAGE TECHNOLOGY CORP,P,01,LC,85535,7555,19850523,19871217
001665,ANIXTER BROS INC,P,01,LC,57920,280,19721214,19861231
001666,ANKEN INDUSTRIES,C,01,LU,58149,281,19620702,19790731
001667,ANNANDALE CORP,P,01,LU,14438,3022,19801105,19910930
001669,BIW LTD,P,01,LU,77828,27605,19920731,20080131
001671,ANSUL CO,P,01,LU,29137,23601,19620702,19790131
001672,ANTA CORP,P,01,LC,63458,286,19731017,19850411
001673,ANTARES OIL CORP,P,01,LU,14446,289,19790427,19850930
001674,ANTEX CORP,C,01,LU,56881,7324,19810130,19861117
001674,ANTEX CORP,C,00X,LU,56881,7324,19760101,19810129
001675,ANTHEM ELECTRONICS INC,P,01,LU,64397,288,19800304,19941130
001677,K2 INC,C,01,LU,29145,20202,19620702,20070831
001678,APACHE CORP,P,01,LU,39490,20204,19640131,E
001679,APACHE ENERGY&MINERALS,P,01,LU,14462,298,19800714,19841130
001680,APACHE PETROLEUM  -LP,C,01,LC,66448,25763,19810227,19881012
001681,APOLLO SOLAR ENERGY INC,C,01,LC,87194,7288,19860203,19871008
001682,APCO OIL AND GAS INTL INC,P,01,LC,78231,26215,19850628,20150130
001683,APCO OIL CORP,C,01,LU,28230,23529,19631231,19780531
001684,APEXCO INC,P,01,LC,14510,324,19730709,19761231
001686,APOGEE ENTERPRISES INC,P,01,LU,14526,317,19730131,E
001687,APOLLO INDUSTRIES INC-ME,C,00X,LU,29153,318,19760601,19790628
001687,APOLLO INDUSTRIES INC-ME,C,01,LU,29153,318,19790629,19871228
001688,APOLLO LASERS INC,P,01,LU,14569,313,19790131,19810831
001688,APOLLO LASERS INC,C,00X,LU,14569,313,19731001,19790130
001690,APPLE INC,P,01,LU,14593,7,19801212,E
001691,APPLEBAUMS FOOD MARKET INC,P,01,LU,14606,22540,19721214,19790731
001692,APOLLO COMPUTER INC,P,01,LU,14614,5836,19830303,19890531
001693,APPLIED BIOSYSTEMS INC -OLD,P,01,LU,14622,6115,19830629,19930226
001694,APPLIED COMMUNICATIONS INC,P,01,LU,14649,6147,19830707,19860731
001695,TOWNE PAULSEN INC,P,01,LU,14657,6264,19830804,19880902
001696,APPLIED DATA COMMUNICATIONS,P,01,LC,14665,6597,19831118,19891228
